argument_id,arguments,rater_position,response_ratings,arguer_position,argument_index,argument_position,condition
3,To help control our own economy and create more job opportunites for our people,Pro,7,Pro,261,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,6,Pro,290,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,6,Pro,259,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,4,Pro,296,For,Baseline
1,Paying too much to be a member,Pro,3,Pro,271,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,7,Pro,243,For,Baseline
1,Our own laws which had been eroded,Pro,6,Pro,247,For,Baseline
3,Too many restrictions,Pro,5,Pro,273,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,4,Pro,279,For,Baseline
1,For our independence and gain some of our powers back.,Pro,6,Pro,283,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,6,Pro,260,For,Baseline
3,Better for local small businesses,Pro,6,Pro,291,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,5,Pro,289,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,4,Pro,278,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,4,Pro,277,For,Baseline
3,Interest of British People,Pro,5,Pro,255,For,Baseline
2,restriction of trade,Pro,5,Pro,248,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,7,Pro,254,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,6,Pro,295,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,6,Pro,284,For,Baseline
3,Less immigration or controlled immigration,Pro,6,Pro,267,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,6,Pro,297,For,Baseline
3,uncontrolled immigration,Pro,5,Pro,249,For,Baseline
2,To work on Britain and focus on our country,Pro,6,Pro,242,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,5,Pro,260,For,Baseline
3,Better for local small businesses,Pro,5,Pro,291,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,7,Pro,278,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,5,Pro,296,For,Baseline
1,More control over decisions,Pro,5,Pro,265,For,Baseline
2,Too many rules being imposed,Pro,5,Pro,272,For,Baseline
3,uncontrolled immigration,Pro,2,Pro,249,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,5,Pro,297,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,2,Pro,289,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,7,Pro,259,For,Baseline
2,restriction of trade,Pro,2,Pro,248,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,6,Pro,295,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,2,Pro,290,For,Baseline
2,Less interference from the EU.,Pro,5,Pro,266,For,Baseline
2,To work on Britain and focus on our country,Pro,5,Pro,242,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,2,Pro,243,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,1,Pro,279,For,Baseline
3,Less immigration or controlled immigration,Pro,6,Pro,267,For,Baseline
1,Paying too much to be a member,Pro,5,Pro,271,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,6,Pro,261,For,Baseline
3,Interest of British People,Pro,5,Pro,255,For,Baseline
1,More jobs for British people,Pro,5,Pro,241,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,2,Pro,284,For,Baseline
1,Our own laws which had been eroded,Pro,2,Pro,247,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,2,Pro,254,For,Baseline
3,Too many restrictions,Pro,5,Pro,273,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,2,Pro,285,For,Baseline
1,For our independence and gain some of our powers back.,Pro,2,Pro,283,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,5,Pro,253,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,2,Pro,277,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,7,Pro,253,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,5,Pro,277,For,Baseline
1,Paying too much to be a member,Pro,3,Pro,271,For,Baseline
1,Our own laws which had been eroded,Pro,4,Pro,247,For,Baseline
1,More control over decisions,Pro,6,Pro,265,For,Baseline
3,uncontrolled immigration,Pro,7,Pro,249,For,Baseline
2,Too many rules being imposed,Pro,3,Pro,272,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,4,Pro,289,For,Baseline
1,More jobs for British people,Pro,6,Pro,241,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,4,Pro,284,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,7,Pro,295,For,Baseline
3,Too many restrictions,Pro,4,Pro,273,For,Baseline
3,Less immigration or controlled immigration,Pro,7,Pro,267,For,Baseline
2,To work on Britain and focus on our country,Pro,5,Pro,242,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,3,Pro,285,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,5,Pro,243,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,5,Pro,261,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,3,Pro,297,For,Baseline
2,restriction of trade,Pro,6,Pro,248,For,Baseline
1,For our independence and gain some of our powers back.,Pro,3,Pro,283,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,7,Pro,259,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,6,Pro,278,For,Baseline
3,Better for local small businesses,Pro,4,Pro,291,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,3,Pro,279,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,3,Pro,290,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,4,Pro,296,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,5,Pro,254,For,Baseline
2,Less interference from the EU.,Pro,5,Pro,266,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,5,Pro,260,For,Baseline
3,Interest of British People,Pro,5,Pro,255,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,7,Pro,254,For,Baseline
3,Less immigration or controlled immigration,Pro,6,Pro,267,For,Baseline
1,Our own laws which had been eroded,Pro,6,Pro,247,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,5,Pro,284,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,5,Pro,289,For,Baseline
1,More control over decisions,Pro,6,Pro,265,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,6,Pro,296,For,Baseline
3,Interest of British People,Pro,6,Pro,255,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,6,Pro,297,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,6,Pro,285,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,6,Pro,259,For,Baseline
3,Too many restrictions,Pro,4,Pro,273,For,Baseline
2,To work on Britain and focus on our country,Pro,5,Pro,242,For,Baseline
2,restriction of trade,Pro,4,Pro,248,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,6,Pro,290,For,Baseline
1,More jobs for British people,Pro,5,Pro,241,For,Baseline
1,Paying too much to be a member,Pro,5,Pro,271,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,5,Pro,295,For,Baseline
3,uncontrolled immigration,Pro,5,Pro,249,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,5,Pro,278,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,6,Pro,243,For,Baseline
2,Too many rules being imposed,Pro,5,Pro,272,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,5,Pro,261,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,4,Pro,279,For,Baseline
3,Better for local small businesses,Pro,4,Pro,291,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,5,Pro,260,For,Baseline
2,Less interference from the EU.,Pro,6,Pro,266,For,Baseline
1,For our independence and gain some of our powers back.,Pro,6,Pro,283,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,4,Pro,277,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,5,Pro,253,For,Baseline
2,restriction of trade,Pro,5,Pro,248,For,Baseline
3,Interest of British People,Pro,5,Pro,255,For,Baseline
2,Less interference from the EU.,Pro,5,Pro,266,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,4,Pro,296,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,4,Pro,290,For,Baseline
3,uncontrolled immigration,Pro,5,Pro,249,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,5,Pro,259,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,5,Pro,254,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,4,Pro,278,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,5,Pro,284,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,5,Pro,253,For,Baseline
1,Our own laws which had been eroded,Pro,5,Pro,247,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,5,Pro,279,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,5,Pro,277,For,Baseline
2,To work on Britain and focus on our country,Pro,5,Pro,242,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,3,Pro,289,For,Baseline
2,Too many rules being imposed,Pro,5,Pro,272,For,Baseline
3,Too many restrictions,Pro,5,Pro,273,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,5,Pro,295,For,Baseline
1,More control over decisions,Pro,5,Pro,265,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,5,Pro,297,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,5,Pro,261,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,5,Pro,285,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,5,Pro,260,For,Baseline
1,Paying too much to be a member,Pro,5,Pro,271,For,Baseline
3,Less immigration or controlled immigration,Pro,5,Pro,267,For,Baseline
1,More jobs for British people,Pro,5,Pro,241,For,Baseline
3,Better for local small businesses,Pro,5,Pro,291,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,5,Pro,243,For,Baseline
1,For our independence and gain some of our powers back.,Pro,5,Pro,283,For,Baseline
1,More jobs for British people,Pro,5,Pro,241,For,Baseline
2,restriction of trade,Pro,4,Pro,248,For,Baseline
2,Too many rules being imposed,Pro,3,Pro,272,For,Baseline
1,More control over decisions,Pro,7,Pro,265,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,7,Pro,296,For,Baseline
2,To work on Britain and focus on our country,Pro,7,Pro,242,For,Baseline
2,Less interference from the EU.,Pro,7,Pro,266,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,7,Pro,295,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,5,Pro,279,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,6,Pro,278,For,Baseline
3,Too many restrictions,Pro,4,Pro,273,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,7,Pro,297,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,7,Pro,243,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,7,Pro,259,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,7,Pro,253,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,7,Pro,290,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,7,Pro,284,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,7,Pro,261,For,Baseline
1,Paying too much to be a member,Pro,7,Pro,271,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,4,Pro,277,For,Baseline
3,uncontrolled immigration,Pro,6,Pro,249,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,7,Pro,289,For,Baseline
3,Interest of British People,Pro,7,Pro,255,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,7,Pro,285,For,Baseline
1,For our independence and gain some of our powers back.,Pro,7,Pro,283,For,Baseline
3,Less immigration or controlled immigration,Pro,7,Pro,267,For,Baseline
3,Better for local small businesses,Pro,7,Pro,291,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,7,Pro,254,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,7,Pro,260,For,Baseline
1,Our own laws which had been eroded,Pro,1,Pro,247,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,5,Pro,278,For,Baseline
1,For our independence and gain some of our powers back.,Pro,6,Pro,283,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,6,Pro,295,For,Baseline
2,Too many rules being imposed,Pro,6,Pro,272,For,Baseline
1,More control over decisions,Pro,6,Pro,265,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,2,Pro,284,For,Baseline
1,More jobs for British people,Pro,6,Pro,241,For,Baseline
3,Too many restrictions,Pro,6,Pro,273,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,7,Pro,297,For,Baseline
3,uncontrolled immigration,Pro,7,Pro,249,For,Baseline
3,Better for local small businesses,Pro,3,Pro,291,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,6,Pro,260,For,Baseline
1,Paying too much to be a member,Pro,7,Pro,271,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,6,Pro,279,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,7,Pro,285,For,Baseline
3,Less immigration or controlled immigration,Pro,6,Pro,267,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,3,Pro,289,For,Baseline
1,Our own laws which had been eroded,Pro,6,Pro,247,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,7,Pro,259,For,Baseline
2,Less interference from the EU.,Pro,7,Pro,266,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,7,Pro,243,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,5,Pro,277,For,Baseline
3,Interest of British People,Pro,7,Pro,255,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,7,Pro,253,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,7,Pro,296,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,7,Pro,261,For,Baseline
2,restriction of trade,Pro,3,Pro,248,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,7,Pro,254,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,7,Pro,290,For,Baseline
2,To work on Britain and focus on our country,Pro,7,Pro,242,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,5,Pro,253,For,Baseline
3,Less immigration or controlled immigration,Pro,6,Pro,267,For,Baseline
3,uncontrolled immigration,Pro,2,Pro,249,For,Baseline
1,Paying too much to be a member,Pro,1,Pro,271,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,6,Pro,297,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,5,Pro,259,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,4,Pro,278,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,4,Pro,277,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,5,Pro,296,For,Baseline
2,To work on Britain and focus on our country,Pro,1,Pro,242,For,Baseline
2,Too many rules being imposed,Pro,2,Pro,272,For,Baseline
2,restriction of trade,Pro,3,Pro,248,For,Baseline
1,For our independence and gain some of our powers back.,Pro,5,Pro,283,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,5,Pro,261,For,Baseline
1,More jobs for British people,Pro,4,Pro,241,For,Baseline
1,Our own laws which had been eroded,Pro,5,Pro,247,For,Baseline
3,Interest of British People,Pro,4,Pro,255,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,5,Pro,260,For,Baseline
1,More control over decisions,Pro,5,Pro,265,For,Baseline
3,Too many restrictions,Pro,5,Pro,273,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,6,Pro,243,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,4,Pro,289,For,Baseline
2,Less interference from the EU.,Pro,5,Pro,266,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,5,Pro,295,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,5,Pro,290,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,4,Pro,284,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,6,Pro,254,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,4,Pro,285,For,Baseline
3,Better for local small businesses,Pro,5,Pro,291,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,2,Pro,279,For,Baseline
2,To help us control our own money and  support UK based businesses,Pro,7,Pro,260,For,Baseline
1,immigration control- being part of EU has made the country over crowded,Pro,7,Pro,253,For,Baseline
2,Less interference from the EU.,Pro,7,Pro,266,For,Baseline
1,Paying too much to be a member,Pro,7,Pro,271,For,Baseline
2,restriction of trade,Pro,6,Pro,248,For,Baseline
3,Stop us from paying out lots of money to EU as we paid them a lot and more than some other EU countries.,Pro,7,Pro,285,For,Baseline
3,uncontrolled immigration,Pro,7,Pro,249,For,Baseline
1,More jobs for British people,Pro,7,Pro,241,For,Baseline
3,the EU never really wanted us to be part of it in the first place.,Pro,4,Pro,279,For,Baseline
3,Too many restrictions,Pro,7,Pro,273,For,Baseline
1,Our own laws which had been eroded,Pro,7,Pro,247,For,Baseline
2,"They always change the goal posts for agreements, e.g. an agreement needs to be made negotiated but they didn't allow any concessions, not budging on any points and saying 'time is running out'",Pro,7,Pro,278,For,Baseline
3,Better for local small businesses,Pro,6,Pro,291,For,Baseline
3,Interest of British People,Pro,7,Pro,255,For,Baseline
2,Too many rules being imposed,Pro,7,Pro,272,For,Baseline
1,Voting leave will mean that some products will be cheaper as we will not be importing them from other countries.,Pro,7,Pro,289,For,Baseline
3,Less immigration or controlled immigration,Pro,7,Pro,267,For,Baseline
3,To help control our own economy and create more job opportunites for our people,Pro,7,Pro,261,For,Baseline
3,Most importantly it will give the UK the opportunity to make their own laws and not have to abide by those made by the EU and which many do not agree with and more to the point made by an unelected bo,Pro,7,Pro,297,For,Baseline
3,'-To have more control of our laws and regulations and the security of Britain,Pro,7,Pro,243,For,Baseline
2,To work on Britain and focus on our country,Pro,7,Pro,242,For,Baseline
1,It would be possible to commence preventing unwanted immigration into the UK. More importantly any immigration could be controlled.,Pro,7,Pro,295,For,Baseline
2,Voting leave will give our nation a sense of independence as a small island.,Pro,7,Pro,290,For,Baseline
1,In order for the UK to regain control over immigration and border control.,Pro,7,Pro,259,For,Baseline
2,UK to govern own rules rather than EU rules,Pro,7,Pro,254,For,Baseline
1,The 'pillar' countries of the EU always have more sway than the other members as they have more power and say over things that are to be passed or not,Pro,5,Pro,277,For,Baseline
1,For our independence and gain some of our powers back.,Pro,7,Pro,283,For,Baseline
2,"The financial benefits of not having to pay huge sums of money into a governing body who are not accountable for their funds and have not had their accounts passed for audit in over twenty years,",Pro,7,Pro,296,For,Baseline
2,To support British Businesses and stop them from paying EU taxes for selling abroad.,Pro,7,Pro,284,For,Baseline
1,More control over decisions,Pro,7,Pro,265,For,Baseline
2,British should learn to produce their own rather than being dependent on other countries.,Pro,5,Pro,386,For,Baseline
3,Control our own borders without being told who we can and canât let in to the country,Pro,4,Pro,399,For,Baseline
1,"independence, this country is strong enough to act on it's own and do fair deals with the rest of the world outside of the EU. The Eu has a lot of control over what the UK and it's citizens do",Pro,5,Pro,379,For,Baseline
1,That the fishermen would be able to fish in their own waters,Pro,5,Pro,367,For,Baseline
2,The common law approach to law does not fit well with the inquisitorial basis of the continental system of law,Pro,4,Pro,374,For,Baseline
2,It's so expensive to be in the EU,Pro,4,Pro,404,For,Baseline
2,Not have to pay billions to the EU every year - this can go towards our NHS and other services we need,Pro,5,Pro,398,For,Baseline
1,More Autonomy can be made,Pro,4,Pro,391,For,Baseline
3,for people to be better off,Pro,4,Pro,363,For,Baseline
1,We want to take back control,Pro,5,Pro,403,For,Baseline
3,fair trade on a global scale,Pro,6,Pro,381,For,Baseline
2,People not from the UK getting benefits,Pro,3,Pro,368,For,Baseline
1,Take back control of the country without the EU making all the decisions,Pro,5,Pro,397,For,Baseline
2,Less money going into the EU,Pro,5,Pro,410,For,Baseline
1,independance for Britian / united kingdon,Pro,5,Pro,415,For,Baseline
3,High time for British people to learn the skill rather than employe people outside.,Pro,4,Pro,387,For,Baseline
3,The option of Global trade deals,Pro,6,Pro,411,For,Baseline
3,UK will be better off as independent,Pro,4,Pro,405,For,Baseline
1,to trade with other counties,Pro,5,Pro,361,For,Baseline
3,As a net contributor we should have more control over how we equalise the wealth of the UK,Pro,4,Pro,375,For,Baseline
2,ability to change British laws easier,Pro,5,Pro,416,For,Baseline
2,Stronger individual economy. Being in the EU did not strength the economy of the UK,Pro,5,Pro,380,For,Baseline
3,More budget control on our own,Pro,5,Pro,393,For,Baseline
2,to voice our opinon and to get better value for our money when dealing with different things,Pro,4,Pro,362,For,Baseline
1,Control on immigration.,Pro,5,Pro,409,For,Baseline
1,More freedom to govern ourselves,Pro,5,Pro,373,For,Baseline
3,There would be more jobs with higher pay,Pro,4,Pro,369,For,Baseline
2,More business opportunities,Pro,5,Pro,392,For,Baseline
3,make own trade agreements,Pro,5,Pro,417,For,Baseline
1,Benefits. British people should review their benefit system.,Pro,4,Pro,385,For,Baseline
2,British should learn to produce their own rather than being dependent on other countries.,Pro,5,Pro,386,For,Baseline
3,for people to be better off,Pro,7,Pro,363,For,Baseline
3,Control our own borders without being told who we can and canât let in to the country,Pro,6,Pro,399,For,Baseline
3,There would be more jobs with higher pay,Pro,4,Pro,369,For,Baseline
