argument_id,arguments,rater_position,response_ratings,arguer_position,argument_index,argument_position,condition
3,"Animals suffer too much, as this industry has no tact to kill them and turn them into food",Pro,6,Pro,171,For,Baseline
1,"Against the animal exploitation, because more than 70 billion land animals are killed for food every year. Cows are raped repeatedly for milk until exhaustion and death, and separated from their calfs",Pro,3,Pro,139,For,Baseline
1,Killing animals is unethical.,Pro,7,Pro,121,For,Baseline
3,you probably feel better mentally and physically,Pro,6,Pro,177,For,Baseline
2,To stop destroying the planet.,Pro,6,Pro,158,For,Baseline
3,For the environment. Animal industry is one of the most detrimental for the Earth.,Pro,6,Pro,135,For,Baseline
1,The most important reason is the meat industry is the most polluting industry in the world.,Pro,3,Pro,169,For,Baseline
2,"For the ecology, to help against global warming. Intensive animal farming is one the main causes of environmental problems.",Pro,6,Pro,140,For,Baseline
3,For health reasons and staying healthy.,Pro,6,Pro,129,For,Baseline
2,for the good of the environment,Pro,6,Pro,164,For,Baseline
3,It's often better for the environment to follow a vegan diet rather than an omnivore one.,Pro,7,Pro,123,For,Baseline
1,I want to be ecofriendly.,Pro,6,Pro,151,For,Baseline
2,For the goodbeing animals.,Pro,6,Pro,128,For,Baseline
1,I dont want to eat animals,Pro,6,Pro,163,For,Baseline
3,To be a more healthy person.,Pro,6,Pro,159,For,Baseline
3,"For your own health, a vegan diet when is well balanced is much healthier than an non-vegan one, and chances of having cardiovascular problems or obesity etc is reduced",Pro,6,Pro,147,For,Baseline
1,you wont eat dead animals,Pro,6,Pro,175,For,Baseline
2,"For health reasons, a whole foods plant based diet is the best that you can do for your body.",Pro,7,Pro,134,For,Baseline
2,I believe that an animal-based diet harms our health in the long run,Pro,6,Pro,170,For,Baseline
3,I want to stay fit and healthy.,Pro,6,Pro,153,For,Baseline
2,A Vegan diet is often healthier.,Pro,6,Pro,122,For,Baseline
3,"And for Health purposes, a lot of studies showed time after time that having a vegan diet is beneficial for your overall health",Pro,6,Pro,141,For,Baseline
2,"For the environment, a vegan diet has a much smaller impact on the planet than a non-vegan one",Pro,7,Pro,146,For,Baseline
3,for the sake of health,Pro,6,Pro,165,For,Baseline
1,For the wellbeing of the animals,Pro,7,Pro,145,For,Baseline
1,"For the animals, I don't want to cause any more suffering.",Pro,7,Pro,133,For,Baseline
1,For the weel being of animals.,Pro,6,Pro,157,For,Baseline
1,For the environment.,Pro,6,Pro,127,For,Baseline
2,you contribute less to climate change,Pro,6,Pro,176,For,Baseline
2,Animal rights reasons,Pro,7,Pro,470,For,Baseline
2,caring about animals,Pro,7,Pro,440,For,Baseline
1,I'd rather give my money to vegan companies,Pro,7,Pro,445,For,Baseline
1,"By eating meat, we are killing animals",Pro,6,Pro,433,For,Baseline
3,I consider the wider benefits of sustainability.,Pro,6,Pro,459,For,Baseline
1,"Well-planned vegan diets follow healthy eating guidelines, and contain all the nutrients that our bodies need. Both the British Dietetic Association and the American Academy of Nutrition and Dietetics",Pro,6,Pro,451,For,Baseline
2,For the animals well-being,Pro,7,Pro,464,For,Baseline
1,It's better for the Environment,Pro,7,Pro,469,For,Baseline
1,"It's healthier than eating meat. You eat less fat and keep cholesterol down. You can feel better, lighter, in the long run.",Pro,1,Pro,475,For,Baseline
1,Ethics - animals don't belong to us and we don't need to kill them for any reason,Pro,7,Pro,421,For,Baseline
2,Sustainability - animal farming wastes resources and contributes to climate change,Pro,7,Pro,422,For,Baseline
3,"vegan diet has health benefits
",Pro,6,Pro,441,For,Baseline
3,It is cheaper than eating meat.,Pro,6,Pro,477,For,Baseline
3,For the environment,Pro,7,Pro,465,For,Baseline
3,Feel I eat healthier and more varied meals,Pro,5,Pro,447,For,Baseline
1,I prefer the taste.,Pro,5,Pro,457,For,Baseline
3,For health  reasons.,Pro,6,Pro,471,For,Baseline
1,As it is viewed as a more healthy option,Pro,4,Pro,463,For,Baseline
2,Meat industry is a big part of CO2 emmision,Pro,7,Pro,434,For,Baseline
3,By not eaing animal products we are forcing ourselves to a more varied diet,Pro,5,Pro,435,For,Baseline
2,I want to look after animals.,Pro,7,Pro,458,For,Baseline
1,I care about environmental issues,Pro,7,Pro,439,For,Baseline
2,Don't want to personally condone animals suffering so terribly,Pro,7,Pro,446,For,Baseline
3,"Just like veganism is the sustainable option when it comes to looking after our planet, plant-based living is also a more sustainable way of feeding the human family. A plant-based diet requires only",Pro,7,Pro,453,For,Baseline
1,"For the environment and climate, given that these industries (e.g., meat industry) are the ones that end up harming the planet the most",Pro,7,Pro,427,For,Baseline
3,Health - humans are healthier without consuming animal products,Pro,5,Pro,423,For,Baseline
2,"Going vegan is a great opportunity to learn more about nutrition and cooking, and improve your diet. Getting your nutrients from plant foods allows more room in your diet for health-promoting options",Pro,6,Pro,452,For,Baseline
2,For the well-being of the animals in a world where apparently is okay to have animal (including human) cruelty as long as there is profit,Pro,1,Pro,428,For,Baseline
3,"For health reasons, like being intolerant or allergic to some ingredients. I've seen food restrictions for those reasons being the first step towards an eventual veganism.",Pro,5,Pro,429,For,Baseline
2,Animal suffering is unnecessary. It is possible to eat without causing pain to sentient beings.,Pro,7,Pro,476,For,Baseline
2,It prevents cruelty to animals.,Pro,7,Pro,98,For,Baseline
1,To stop participating in animal abuse by stopping financial support to the animal industry,Pro,7,Pro,67,For,Baseline
3,To have a better planet,Pro,7,Pro,111,For,Baseline
1,animal protection and some ethical considerations,Pro,7,Pro,73,For,Baseline
3,A well-planned vegan diet can be significantly less costly than one based on animal products,Pro,7,Pro,81,For,Baseline
2,The vegan style of life is the most healthy according to science.,Pro,7,Pro,92,For,Baseline
1,Animals should not be taken advantage of or killed,Pro,7,Pro,79,For,Baseline
3,Overall health of the person on a vegan diet.,Pro,7,Pro,105,For,Baseline
3,Health benefits of being vegan,Pro,7,Pro,87,For,Baseline
2,Animal cruelty/factory farming reason,Pro,7,Pro,86,For,Baseline
2,environmental reasons - to reduce desflorestation for example,Pro,7,Pro,62,For,Baseline
1,Environmental reason,Pro,7,Pro,85,For,Baseline
3,The vegan style of life is the most ecological way to live on our planet,Pro,7,Pro,93,For,Baseline
3,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,7,Pro,117,For,Baseline
1,ethical reasons - not to harm animals,Pro,7,Pro,61,For,Baseline
3,To stop the destruction of the environment,Pro,7,Pro,69,For,Baseline
1,"I'm vegan for the animals because they have a right to live, just like we do and therefore it is immoral to kill them for food.",Pro,7,Pro,115,For,Baseline
3,health reasons - to reduce cholesterol in their diets,Pro,7,Pro,63,For,Baseline
2,I'm vegan for the planet. Producing meat is taking a toll on the planet and a lot of climate change issues could be tackled if most people adopted a vegan lifestyle.,Pro,7,Pro,116,For,Baseline
2,well-being. People who are vegan feel better with himselves/herselves,Pro,7,Pro,74,For,Baseline
1,Care for the animals and their well-being.,Pro,7,Pro,103,For,Baseline
2,"To extend moral consideration to animals, acknowledging their right to bodily autonomy and freedom",Pro,7,Pro,68,For,Baseline
2,Care for the environment and climat change.,Pro,7,Pro,104,For,Baseline
1,It is better for your health to eat a vegan diet.,Pro,7,Pro,97,For,Baseline
1,Its an healthier diet,Pro,7,Pro,109,For,Baseline
2,Animal product based diets are environmentally unsustainable,Pro,7,Pro,80,For,Baseline
3,It is better for the environment to be vegan.,Pro,7,Pro,99,For,Baseline
3,being healthy. Eating meat is considered to be unhealthy,Pro,7,Pro,75,For,Baseline
2,To stop animal cruelty,Pro,7,Pro,110,For,Baseline
1,If you are vegan you don't exploit or harm animals in any way.,Pro,6,Pro,91,For,Baseline
3,To have a better planet,Pro,5,Pro,111,For,Baseline
2,Animal cruelty/factory farming reason,Pro,6,Pro,86,For,Baseline
1,It is better for your health to eat a vegan diet.,Pro,3,Pro,97,For,Baseline
1,animal protection and some ethical considerations,Pro,6,Pro,73,For,Baseline
3,being healthy. Eating meat is considered to be unhealthy,Pro,3,Pro,75,For,Baseline
3,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,2,Pro,117,For,Baseline
3,Health benefits of being vegan,Pro,2,Pro,87,For,Baseline
2,Animal product based diets are environmentally unsustainable,Pro,7,Pro,80,For,Baseline
2,Care for the environment and climat change.,Pro,7,Pro,104,For,Baseline
1,ethical reasons - not to harm animals,Pro,6,Pro,61,For,Baseline
1,If you are vegan you don't exploit or harm animals in any way.,Pro,6,Pro,91,For,Baseline
1,Environmental reason,Pro,7,Pro,85,For,Baseline
2,It prevents cruelty to animals.,Pro,6,Pro,98,For,Baseline
3,health reasons - to reduce cholesterol in their diets,Pro,1,Pro,63,For,Baseline
1,To stop participating in animal abuse by stopping financial support to the animal industry,Pro,6,Pro,67,For,Baseline
2,I'm vegan for the planet. Producing meat is taking a toll on the planet and a lot of climate change issues could be tackled if most people adopted a vegan lifestyle.,Pro,7,Pro,116,For,Baseline
3,Overall health of the person on a vegan diet.,Pro,3,Pro,105,For,Baseline
1,"I'm vegan for the animals because they have a right to live, just like we do and therefore it is immoral to kill them for food.",Pro,5,Pro,115,For,Baseline
3,The vegan style of life is the most ecological way to live on our planet,Pro,6,Pro,93,For,Baseline
3,To stop the destruction of the environment,Pro,6,Pro,69,For,Baseline
1,Animals should not be taken advantage of or killed,Pro,6,Pro,79,For,Baseline
3,It is better for the environment to be vegan.,Pro,7,Pro,99,For,Baseline
1,Care for the animals and their well-being.,Pro,6,Pro,103,For,Baseline
2,To stop animal cruelty,Pro,6,Pro,110,For,Baseline
2,"To extend moral consideration to animals, acknowledging their right to bodily autonomy and freedom",Pro,5,Pro,68,For,Baseline
3,A well-planned vegan diet can be significantly less costly than one based on animal products,Pro,6,Pro,81,For,Baseline
2,environmental reasons - to reduce desflorestation for example,Pro,6,Pro,62,For,Baseline
1,Its an healthier diet,Pro,2,Pro,109,For,Baseline
2,The vegan style of life is the most healthy according to science.,Pro,4,Pro,92,For,Baseline
2,well-being. People who are vegan feel better with himselves/herselves,Pro,4,Pro,74,For,Baseline
3,To stop the destruction of the environment,Pro,5,Pro,69,For,Baseline
3,health reasons - to reduce cholesterol in their diets,Pro,2,Pro,63,For,Baseline
2,"To extend moral consideration to animals, acknowledging their right to bodily autonomy and freedom",Pro,7,Pro,68,For,Baseline
2,The vegan style of life is the most healthy according to science.,Pro,4,Pro,92,For,Baseline
1,It is better for your health to eat a vegan diet.,Pro,4,Pro,97,For,Baseline
3,Health benefits of being vegan,Pro,4,Pro,87,For,Baseline
1,ethical reasons - not to harm animals,Pro,7,Pro,61,For,Baseline
2,environmental reasons - to reduce desflorestation for example,Pro,5,Pro,62,For,Baseline
1,If you are vegan you don't exploit or harm animals in any way.,Pro,7,Pro,91,For,Baseline
2,Animal cruelty/factory farming reason,Pro,6,Pro,86,For,Baseline
2,well-being. People who are vegan feel better with himselves/herselves,Pro,4,Pro,74,For,Baseline
1,"I'm vegan for the animals because they have a right to live, just like we do and therefore it is immoral to kill them for food.",Pro,7,Pro,115,For,Baseline
2,To stop animal cruelty,Pro,5,Pro,110,For,Baseline
3,It is better for the environment to be vegan.,Pro,5,Pro,99,For,Baseline
1,To stop participating in animal abuse by stopping financial support to the animal industry,Pro,7,Pro,67,For,Baseline
3,Overall health of the person on a vegan diet.,Pro,4,Pro,105,For,Baseline
1,Animals should not be taken advantage of or killed,Pro,7,Pro,79,For,Baseline
3,The vegan style of life is the most ecological way to live on our planet,Pro,5,Pro,93,For,Baseline
3,To have a better planet,Pro,5,Pro,111,For,Baseline
3,being healthy. Eating meat is considered to be unhealthy,Pro,4,Pro,75,For,Baseline
1,Its an healthier diet,Pro,4,Pro,109,For,Baseline
1,animal protection and some ethical considerations,Pro,6,Pro,73,For,Baseline
2,Animal product based diets are environmentally unsustainable,Pro,5,Pro,80,For,Baseline
1,Environmental reason,Pro,4,Pro,85,For,Baseline
3,A well-planned vegan diet can be significantly less costly than one based on animal products,Pro,4,Pro,81,For,Baseline
1,Care for the animals and their well-being.,Pro,7,Pro,103,For,Baseline
2,I'm vegan for the planet. Producing meat is taking a toll on the planet and a lot of climate change issues could be tackled if most people adopted a vegan lifestyle.,Pro,5,Pro,116,For,Baseline
3,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,4,Pro,117,For,Baseline
2,Care for the environment and climat change.,Pro,5,Pro,104,For,Baseline
2,It prevents cruelty to animals.,Pro,7,Pro,98,For,Baseline
1,If you are vegan you don't exploit or harm animals in any way.,Pro,4,Pro,91,For,Baseline
1,Environmental reason,Pro,7,Pro,85,For,Baseline
1,Animals should not be taken advantage of or killed,Pro,7,Pro,79,For,Baseline
3,"I'm vegan for my health. There's lots of studies that prove that an elevated intake of meat is bad for your health, so by choosing a plant based diet I'm taking care of my body.",Pro,7,Pro,117,For,Baseline
1,It is better for your health to eat a vegan diet.,Pro,7,Pro,97,For,Baseline
3,health reasons - to reduce cholesterol in their diets,Pro,7,Pro,63,For,Baseline
3,being healthy. Eating meat is considered to be unhealthy,Pro,7,Pro,75,For,Baseline
3,Overall health of the person on a vegan diet.,Pro,7,Pro,105,For,Baseline
3,The vegan style of life is the most ecological way to live on our planet,Pro,7,Pro,93,For,Baseline
2,To stop animal cruelty,Pro,7,Pro,110,For,Baseline
2,I'm vegan for the planet. Producing meat is taking a toll on the planet and a lot of climate change issues could be tackled if most people adopted a vegan lifestyle.,Pro,7,Pro,116,For,Baseline
2,well-being. People who are vegan feel better with himselves/herselves,Pro,7,Pro,74,For,Baseline
3,To have a better planet,Pro,7,Pro,111,For,Baseline
3,A well-planned vegan diet can be significantly less costly than one based on animal products,Pro,7,Pro,81,For,Baseline
2,Animal product based diets are environmentally unsustainable,Pro,7,Pro,80,For,Baseline
1,animal protection and some ethical considerations,Pro,7,Pro,73,For,Baseline
1,Its an healthier diet,Pro,7,Pro,109,For,Baseline
1,Care for the animals and their well-being.,Pro,7,Pro,103,For,Baseline
1,"I'm vegan for the animals because they have a right to live, just like we do and therefore it is immoral to kill them for food.",Pro,7,Pro,115,For,Baseline
2,The vegan style of life is the most healthy according to science.,Pro,7,Pro,92,For,Baseline
2,environmental reasons - to reduce desflorestation for example,Pro,7,Pro,62,For,Baseline
3,Health benefits of being vegan,Pro,7,Pro,87,For,Baseline
2,Care for the environment and climat change.,Pro,7,Pro,104,For,Baseline
1,To stop participating in animal abuse by stopping financial support to the animal industry,Pro,7,Pro,67,For,Baseline
1,ethical reasons - not to harm animals,Pro,7,Pro,61,For,Baseline
3,It is better for the environment to be vegan.,Pro,7,Pro,99,For,Baseline
2,Animal cruelty/factory farming reason,Pro,7,Pro,86,For,Baseline
2,"To extend moral consideration to animals, acknowledging their right to bodily autonomy and freedom",Pro,7,Pro,68,For,Baseline
2,It prevents cruelty to animals.,Pro,7,Pro,98,For,Baseline
3,To stop the destruction of the environment,Pro,7,Pro,69,For,Baseline
3,Protection of animal life,Pro,7,Pro,21,For,Baseline
3,Veganism is very easy in modern times. If you care for animals and the environment it might be something worth doing.,Pro,7,Pro,39,For,Baseline
2,Because I want to reduce their environmental impact and carbon footprint.,Pro,7,Pro,2,For,Baseline
3,I do not feel right about the way animals are bread and then killed. It is a privilege of the rich and that is harming the environment. (environment),Pro,7,Pro,9,For,Baseline
1,For ethical reasons and believes,Pro,7,Pro,19,For,Baseline
1,I am vegan because I am against human cruelty.,Pro,4,Pro,13,For,Baseline
3,I am vegan because my family is also vegan,Pro,6,Pro,33,For,Baseline
2,Be Healthier and Happier,Pro,7,Pro,50,For,Baseline
1,Because I love animals and respect living creatures.,Pro,7,Pro,1,For,Baseline
2,Global warming and pollution,Pro,7,Pro,20,For,Baseline
1,It's the Best Way to Help Animals,Pro,7,Pro,49,For,Baseline
1,Animal protection and some ethical considerations,Pro,7,Pro,25,For,Baseline
1,I am vegan for health reasons,Pro,6,Pro,31,For,Baseline
3,"being healthy. Eating meat is considered to be unhealthy. People who are vegan feel better, they get sick less",Pro,4,Pro,27,For,Baseline
2,well-being. Person who is vegan can feel better with herself/himself,Pro,6,Pro,26,For,Baseline
2,I am vegan because I am doing it for my health.,Pro,7,Pro,14,For,Baseline
2,If done correctly veganism can greatly benefit your health.,Pro,7,Pro,38,For,Baseline
3,"For health reasons, such as reducing carcinogens like processed meats.",Pro,6,Pro,3,For,Baseline
2,I am vegan for environmental reasons,Pro,7,Pro,32,For,Baseline
1,I don't want to kill and eat animals. I want them to live a long life (love for animals),Pro,7,Pro,7,For,Baseline
3,Save the Planet being vegan,Pro,7,Pro,51,For,Baseline
3,I am vegan because I am doing my part at trying to save the world.,Pro,7,Pro,15,For,Baseline
3,better for the health,Pro,6,Pro,45,For,Baseline
1,Capitalism has made the meat industry something strait out of a horror movie.,Pro,6,Pro,37,For,Baseline
2,production of animal products are very bad for the environment,Pro,6,Pro,44,For,Baseline
1,not fair for animals to be killed just for tasty food,Pro,7,Pro,43,For,Baseline
3,"Significantly cutting back on animal products has certain health benefits, for example lowering the risk of heart disease.",Pro,6,Pro,57,For,Baseline
2,Animal agriculture is extremely harmful to the environment. There are countless studies in support of this.,Pro,7,Pro,56,For,Baseline
2,"I do not want to contribute to the agricultural industry. I do not agree with the overconsumption of meat, I find it unnecessary and the mass production is just cruel. (disagree with mass production)",Pro,7,Pro,8,For,Baseline
1,I believe that it is not within our rights to exploit and kill animals when there are alternative ways of folllowing a balanced diet.,Pro,7,Pro,55,For,Baseline
3,"For health reasons, such as reducing carcinogens like processed meats.",Pro,6,Pro,3,For,Baseline
2,well-being. Person who is vegan can feel better with herself/himself,Pro,4,Pro,26,For,Baseline
2,Be Healthier and Happier,Pro,7,Pro,50,For,Baseline
3,Protection of animal life,Pro,7,Pro,21,For,Baseline
3,"Significantly cutting back on animal products has certain health benefits, for example lowering the risk of heart disease.",Pro,7,Pro,57,For,Baseline
1,I am vegan because I am against human cruelty.,Pro,2,Pro,13,For,Baseline
1,I believe that it is not within our rights to exploit and kill animals when there are alternative ways of folllowing a balanced diet.,Pro,2,Pro,55,For,Baseline
2,Animal agriculture is extremely harmful to the environment. There are countless studies in support of this.,Pro,5,Pro,56,For,Baseline
3,Veganism is very easy in modern times. If you care for animals and the environment it might be something worth doing.,Pro,6,Pro,39,For,Baseline
1,For ethical reasons and believes,Pro,6,Pro,19,For,Baseline
3,"being healthy. Eating meat is considered to be unhealthy. People who are vegan feel better, they get sick less",Pro,5,Pro,27,For,Baseline
2,Global warming and pollution,Pro,6,Pro,20,For,Baseline
3,better for the health,Pro,2,Pro,45,For,Baseline
1,It's the Best Way to Help Animals,Pro,6,Pro,49,For,Baseline
2,Because I want to reduce their environmental impact and carbon footprint.,Pro,6,Pro,2,For,Baseline
3,Save the Planet being vegan,Pro,5,Pro,51,For,Baseline
3,I do not feel right about the way animals are bread and then killed. It is a privilege of the rich and that is harming the environment. (environment),Pro,4,Pro,9,For,Baseline
2,If done correctly veganism can greatly benefit your health.,Pro,7,Pro,38,For,Baseline
3,I am vegan because I am doing my part at trying to save the world.,Pro,5,Pro,15,For,Baseline
1,not fair for animals to be killed just for tasty food,Pro,6,Pro,43,For,Baseline
1,Because I love animals and respect living creatures.,Pro,5,Pro,1,For,Baseline
1,Animal protection and some ethical considerations,Pro,6,Pro,25,For,Baseline
1,I don't want to kill and eat animals. I want them to live a long life (love for animals),Pro,5,Pro,7,For,Baseline
1,Capitalism has made the meat industry something strait out of a horror movie.,Pro,5,Pro,37,For,Baseline
3,I am vegan because my family is also vegan,Pro,2,Pro,33,For,Baseline
2,I am vegan for environmental reasons,Pro,5,Pro,32,For,Baseline
2,production of animal products are very bad for the environment,Pro,5,Pro,44,For,Baseline
1,I am vegan for health reasons,Pro,5,Pro,31,For,Baseline
2,"I do not want to contribute to the agricultural industry. I do not agree with the overconsumption of meat, I find it unnecessary and the mass production is just cruel. (disagree with mass production)",Pro,7,Pro,8,For,Baseline
2,I am vegan because I am doing it for my health.,Pro,5,Pro,14,For,Baseline
1,I am vegan because I am against human cruelty.,Pro,4,Pro,13,For,Baseline
1,For ethical reasons and believes,Pro,6,Pro,19,For,Baseline
3,Save the Planet being vegan,Pro,6,Pro,51,For,Baseline
3,Protection of animal life,Pro,7,Pro,21,For,Baseline
3,"Significantly cutting back on animal products has certain health benefits, for example lowering the risk of heart disease.",Pro,6,Pro,57,For,Baseline
1,It's the Best Way to Help Animals,Pro,6,Pro,49,For,Baseline
3,I am vegan because my family is also vegan,Pro,1,Pro,33,For,Baseline
1,Because I love animals and respect living creatures.,Pro,6,Pro,1,For,Baseline
3,Veganism is very easy in modern times. If you care for animals and the environment it might be something worth doing.,Pro,6,Pro,39,For,Baseline
2,production of animal products are very bad for the environment,Pro,6,Pro,44,For,Baseline
2,Animal agriculture is extremely harmful to the environment. There are countless studies in support of this.,Pro,6,Pro,56,For,Baseline
3,I am vegan because I am doing my part at trying to save the world.,Pro,6,Pro,15,For,Baseline
1,I believe that it is not within our rights to exploit and kill animals when there are alternative ways of folllowing a balanced diet.,Pro,7,Pro,55,For,Baseline
1,I am vegan for health reasons,Pro,6,Pro,31,For,Baseline
1,not fair for animals to be killed just for tasty food,Pro,6,Pro,43,For,Baseline
3,"being healthy. Eating meat is considered to be unhealthy. People who are vegan feel better, they get sick less",Pro,4,Pro,27,For,Baseline
2,I am vegan because I am doing it for my health.,Pro,6,Pro,14,For,Baseline
3,I do not feel right about the way animals are bread and then killed. It is a privilege of the rich and that is harming the environment. (environment),Pro,6,Pro,9,For,Baseline
2,"I do not want to contribute to the agricultural industry. I do not agree with the overconsumption of meat, I find it unnecessary and the mass production is just cruel. (disagree with mass production)",Pro,6,Pro,8,For,Baseline
1,I don't want to kill and eat animals. I want them to live a long life (love for animals),Pro,6,Pro,7,For,Baseline
2,Be Healthier and Happier,Pro,6,Pro,50,For,Baseline
1,Animal protection and some ethical considerations,Pro,5,Pro,25,For,Baseline
3,"For health reasons, such as reducing carcinogens like processed meats.",Pro,6,Pro,3,For,Baseline
2,well-being. Person who is vegan can feel better with herself/himself,Pro,5,Pro,26,For,Baseline
2,Global warming and pollution,Pro,6,Pro,20,For,Baseline
3,better for the health,Pro,6,Pro,45,For,Baseline
1,Capitalism has made the meat industry something strait out of a horror movie.,Pro,6,Pro,37,For,Baseline
2,I am vegan for environmental reasons,Pro,6,Pro,32,For,Baseline
2,Because I want to reduce their environmental impact and carbon footprint.,Pro,6,Pro,2,For,Baseline
2,If done correctly veganism can greatly benefit your health.,Pro,6,Pro,38,For,Baseline
1,not fair for animals to be killed just for tasty food,Pro,7,Pro,43,For,Baseline
2,well-being. Person who is vegan can feel better with herself/himself,Pro,7,Pro,26,For,Baseline
3,"being healthy. Eating meat is considered to be unhealthy. People who are vegan feel better, they get sick less",Pro,5,Pro,27,For,Baseline
1,For ethical reasons and believes,Pro,7,Pro,19,For,Baseline
1,I am vegan because I am against human cruelty.,Pro,6,Pro,13,For,Baseline
1,It's the Best Way to Help Animals,Pro,6,Pro,49,For,Baseline
1,Animal protection and some ethical considerations,Pro,6,Pro,25,For,Baseline
3,"For health reasons, such as reducing carcinogens like processed meats.",Pro,7,Pro,3,For,Baseline
1,I am vegan for health reasons,Pro,7,Pro,31,For,Baseline
3,"Significantly cutting back on animal products has certain health benefits, for example lowering the risk of heart disease.",Pro,7,Pro,57,For,Baseline
3,better for the health,Pro,7,Pro,45,For,Baseline
1,Because I love animals and respect living creatures.,Pro,6,Pro,1,For,Baseline
2,I am vegan for environmental reasons,Pro,7,Pro,32,For,Baseline
3,I do not feel right about the way animals are bread and then killed. It is a privilege of the rich and that is harming the environment. (environment),Pro,6,Pro,9,For,Baseline
2,Animal agriculture is extremely harmful to the environment. There are countless studies in support of this.,Pro,7,Pro,56,For,Baseline
1,I don't want to kill and eat animals. I want them to live a long life (love for animals),Pro,7,Pro,7,For,Baseline
3,Protection of animal life,Pro,6,Pro,21,For,Baseline
3,I am vegan because my family is also vegan,Pro,3,Pro,33,For,Baseline
3,I am vegan because I am doing my part at trying to save the world.,Pro,7,Pro,15,For,Baseline
1,Capitalism has made the meat industry something strait out of a horror movie.,Pro,7,Pro,37,For,Baseline
3,Save the Planet being vegan,Pro,7,Pro,51,For,Baseline
2,Global warming and pollution,Pro,7,Pro,20,For,Baseline
2,Be Healthier and Happier,Pro,6,Pro,50,For,Baseline
2,"I do not want to contribute to the agricultural industry. I do not agree with the overconsumption of meat, I find it unnecessary and the mass production is just cruel. (disagree with mass production)",Pro,7,Pro,8,For,Baseline
2,production of animal products are very bad for the environment,Pro,7,Pro,44,For,Baseline
3,Veganism is very easy in modern times. If you care for animals and the environment it might be something worth doing.,Pro,7,Pro,39,For,Baseline
2,I am vegan because I am doing it for my health.,Pro,6,Pro,14,For,Baseline
2,If done correctly veganism can greatly benefit your health.,Pro,7,Pro,38,For,Baseline
2,Because I want to reduce their environmental impact and carbon footprint.,Pro,7,Pro,2,For,Baseline
1,I believe that it is not within our rights to exploit and kill animals when there are alternative ways of folllowing a balanced diet.,Pro,7,Pro,55,For,Baseline
2,I am vegan for environmental reasons,Pro,2,Pro,32,For,Baseline
2,If done correctly veganism can greatly benefit your health.,Pro,7,Pro,38,For,Baseline
1,Animal protection and some ethical considerations,Pro,6,Pro,25,For,Baseline
